sample,pp1,pp2,pp3
5123,0.0,590.82,0.0
5124,0.0,591.27,0.0
5125,0.0,591.18,0.0
5126,0.0,591.18,0.0
5127,0.0,591.26,0.0
5128,0.0,591.67,0.0
5129,0.0,591.54,0.0
5130,0.0,591.67,0.0
5131,0.0,591.66,0.0
5132,0.0,591.48,0.0
5133,0.0,592.02,0.0
5134,0.0,592.2,0.0
5135,0.0,591.74,0.0
5136,0.0,591.74,0.0
5137,0.0,592.19,0.0
5138,0.0,592.23,0.0
5139,0.0,592.46,0.0
5140,0.0,592.19,0.0
5141,0.0,592.36,0.0
5142,0.0,592.36,0.0
5143,0.0,592.23,0.0
5144,0.0,592.49,0.0
5145,0.0,592.4,0.0
5146,0.0,592.18,0.0
5147,0.0,592.49,0.0
5148,0.0,591.72,0.0
5149,0.0,592.13,0.0
5150,0.0,591.99,0.0
5151,0.0,592.35,0.0
5152,0.0,592.03,0.0
5153,0.0,592.25,0.0
5154,0.0,592.07,0.0
5155,0.0,591.93,0.0
5156,0.0,591.57,0.0
5157,0.0,592.24,0.0
5158,0.0,592.06,0.0
5159,0.0,591.34,0.0
5160,0.0,591.25,0.0
5161,0.0,590.98,0.0
5162,0.0,591.51,0.0
5163,0.0,591.56,0.0
5164,0.0,591.47,0.0
5165,0.0,590.84,0.0
5166,0.0,590.97,0.0
5167,0.0,590.88,0.0
5168,0.0,590.38,0.0
5169,0.0,590.34,0.0
5170,0.0,590.7,0.0
5171,0.0,590.61,0.0
5172,0.0,590.15,0.0
5173,0.0,589.38,0.0
5174,0.0,589.61,0.0
5175,0.0,589.24,0.0
5176,0.0,588.97,0.0
5177,0.0,589.01,0.0
5178,0.0,588.97,0.0
5179,0.0,589.06,0.0
5180,0.0,588.83,0.0
5181,0.0,588.33,0.0
5182,0.0,588.43,0.0
5183,0.0,588.52,0.0
5184,0.0,587.79,0.0
5185,0.0,587.93,0.0
5186,0.0,587.83,0.0
5187,0.0,587.47,0.0
5188,0.0,587.02,0.0
5189,0.0,586.93,0.0
5190,0.0,587.07,0.0
5191,0.0,586.43,0.0
5192,0.0,586.61,0.0
5193,0.0,586.43,0.0
5194,0.0,586.02,0.0
5195,0.0,585.84,0.0
5196,0.0,585.12,0.0
5197,0.0,585.2,0.0
5198,0.0,584.89,0.0
5199,0.0,584.84,0.0
5200,0.0,584.62,0.0
5201,0.0,584.75,0.0
5202,0.0,584.34,0.0
5203,0.0,583.98,0.0
5204,0.0,583.98,0.0
5205,0.0,583.94,0.0
5206,0.0,583.71,0.0
5207,0.0,583.62,0.0
5208,0.0,583.26,0.0
5209,0.0,582.54,0.0
5210,0.0,582.94,0.0
5211,0.0,582.54,0.0
5212,0.0,582.22,0.0
5213,0.0,582.4,0.0
5214,0.0,581.81,0.0
5215,0.0,581.85,0.0
5216,0.0,581.99,0.0
5217,0.0,581.71,0.0
5218,0.0,581.8,0.0
5219,0.0,582.17,0.0
5220,0.0,582.3,0.0
5221,0.0,582.39,0.0
5222,0.0,582.35,0.0
5223,0.0,582.44,0.0
5224,0.0,582.17,0.0
5225,0.0,582.52,0.0
5226,0.0,582.21,0.0
5227,0.0,582.57,0.0
5228,0.0,582.43,0.0
5229,0.0,582.75,0.0
5230,0.0,582.84,0.0
5231,0.0,583.51,0.0
5232,0.0,583.69,0.0
5233,0.0,583.74,0.0
5234,0.0,583.23,0.0
5235,0.0,583.59,0.0
5236,0.0,583.86,0.0
5237,0.0,584.0,0.0
5238,0.0,584.23,0.0
5239,0.0,584.63,0.0
5240,0.0,584.27,0.0
5241,0.0,584.36,0.0
5242,0.0,584.76,0.0
5243,0.0,585.17,0.0
5244,0.0,585.17,0.0
5245,0.0,585.07,0.0
5246,0.0,585.26,0.0
5247,0.0,585.84,0.0
5248,0.0,585.79,0.0
5249,0.0,586.29,0.0
5250,0.0,585.84,0.0
5251,0.0,586.52,0.0
5252,0.0,586.51,0.0
5253,0.0,586.51,0.0
5254,0.0,586.51,0.0
5255,0.0,586.87,0.0
5256,0.0,587.0,0.0
5257,0.0,586.87,0.0
5258,0.0,587.0,0.0
5259,0.0,587.36,0.0
5260,0.0,587.0,0.0
5261,0.0,587.36,0.0
5262,0.0,587.5,0.0
5263,0.0,587.49,0.0
5264,0.0,587.59,0.0
5265,0.0,588.08,0.0
5266,0.0,587.58,0.0
5267,0.0,587.76,0.0
5268,0.0,588.08,0.0
5269,0.0,587.99,0.0
5270,0.0,588.08,0.0
5271,0.0,588.57,0.0
5272,0.0,587.94,0.0
5273,0.0,588.62,0.0
5274,0.0,588.34,0.0
5275,0.0,588.16,0.0
5276,0.0,588.43,0.0
5277,0.0,588.15,0.0
5278,0.0,588.51,0.0
5279,0.0,588.56,13.07
5280,0.0,588.24,38.44
5281,0.0,588.51,56.14
5282,0.0,588.11,46.09
5283,0.0,588.25,13.92
5284,0.0,588.97,0.0
5285,0.0,590.09,0.0
5286,0.0,590.05,23.69
5287,0.0,589.05,53.26
5288,0.0,587.25,46.66
5289,0.0,586.84,13.56
5290,0.0,589.05,0.0
5291,0.0,590.54,0.0
5292,0.0,591.18,27.24
5293,0.0,589.14,50.0
5294,0.0,586.61,41.96
5295,0.0,585.97,15.16
5296,0.0,587.74,0.0
5297,0.0,590.94,0.0
5298,0.0,591.39,21.81
5299,0.0,589.0,43.84
5300,0.0,585.97,41.55
5301,0.0,585.52,21.52
5302,0.0,588.14,0.0
5303,0.0,590.86,0.0
5304,0.0,591.22,21.88
5305,0.0,589.0,44.99
5306,0.0,585.02,45.31
5307,0.0,584.48,23.29
5308,0.0,586.96,0.0
5309,0.0,590.72,0.0
5310,0.0,591.17,26.34
5311,0.0,588.05,48.07
5312,0.0,584.03,46.03
5313,0.0,583.49,27.07
5314,0.0,586.42,12.14
5315,0.0,590.26,0.0
5316,0.0,590.67,31.46
5317,0.0,586.91,47.87
5318,0.0,582.85,49.39
5319,0.0,582.36,36.75
5320,0.0,585.97,23.04
5321,0.0,589.31,21.64
5322,0.0,588.95,35.33
5323,0.0,584.35,53.07
5324,0.0,581.46,58.01
5325,0.0,581.37,44.44
5326,0.0,584.8,30.12
5327,0.0,586.75,29.18
5328,0.0,586.43,43.5
5329,0.0,582.82,60.79
5330,0.0,580.64,64.16
5331,0.0,580.92,51.8
5332,0.0,582.64,39.86
5333,0.0,584.72,40.44
5334,0.0,583.81,53.26
5335,0.0,581.23,66.72
5336,0.0,578.57,70.79
5337,0.0,578.3,63.92
5338,0.0,580.02,54.86
5339,0.0,582.14,54.16
5340,0.0,581.33,64.24
5341,0.0,578.4,79.1
5342,0.0,576.19,87.82
5343,0.0,575.74,82.76
5344,0.0,577.37,74.21
5345,0.0,578.45,73.54
5346,0.0,577.64,84.94
5347,0.0,575.15,100.2
5348,0.0,573.66,106.32
5349,0.0,573.31,101.48
5350,0.0,574.76,93.43
5351,0.0,574.72,95.23
5352,0.0,573.81,106.12
5353,0.0,572.19,118.03
5354,0.0,570.42,124.07
5355,0.0,569.79,120.84
5356,0.0,570.25,115.43
5357,0.0,570.66,115.92
5358,0.0,570.12,124.29
5359,0.0,567.77,135.02
5360,0.0,566.24,142.83
5361,0.0,565.52,141.44
5362,0.0,565.97,135.4
5363,0.0,566.11,134.42
5364,0.0,565.12,142.57
5365,0.0,562.5,153.77
5366,0.0,561.24,160.24
5367,0.0,560.74,158.48
5368,0.0,560.75,152.6
5369,0.0,560.53,152.45
5370,0.0,559.77,160.46
5371,0.0,557.73,169.43
5372,0.0,556.34,174.21
5373,0.0,555.48,172.43
5374,0.0,554.94,168.1
5375,0.0,554.76,167.76
5376,0.0,553.5,172.84
5377,0.0,551.7,180.09
5378,0.0,549.72,184.22
5379,0.0,548.73,183.59
5380,0.0,548.59,179.39
5381,0.0,548.15,176.72
5382,0.0,546.26,181.09
5383,0.0,544.09,187.56
5384,0.0,542.2,191.62
5385,0.0,541.57,190.01
5386,0.0,540.9,184.81
5387,0.0,539.64,182.84
5388,0.0,538.2,187.02
5389,0.0,536.31,193.37
5390,0.0,534.5,196.02
5391,0.0,533.38,193.15
5392,0.0,532.3,190.29
5393,0.0,530.77,188.97
5394,0.0,529.37,191.61
5395,0.0,527.39,195.85
5396,0.0,525.31,198.4
5397,0.0,523.79,197.73
5398,0.0,522.93,194.5
5399,0.0,521.76,192.24
5400,0.0,519.92,194.76
5401,0.0,517.04,199.66
5402,0.0,514.69,203.09
5403,0.0,512.8,201.3
5404,0.0,512.45,199.22
5405,0.0,510.65,197.26
5406,0.0,508.93,200.2
5407,0.0,506.32,205.42
5408,0.0,503.84,207.48
5409,0.0,502.32,206.27
5410,0.0,501.01,204.69
5411,0.0,499.62,204.76
5412,0.0,497.0,208.35
5413,0.0,494.66,211.6
5414,0.0,492.32,214.04
5415,0.0,490.29,214.03
5416,0.0,488.94,213.38
5417,0.0,487.64,213.48
5418,0.0,485.39,215.97
5419,0.0,482.59,220.05
5420,0.0,480.16,223.41
5421,0.0,478.04,224.21
5422,0.0,476.29,222.84
5423,0.0,475.44,223.95
5424,0.0,472.33,226.57
5425,0.0,469.58,231.36
5426,0.0,467.1,233.86
5427,0.0,465.53,233.94
5428,0.0,464.05,233.68
5429,0.0,462.02,235.45
5430,0.0,459.68,239.15
5431,0.0,456.98,242.65
5432,0.0,454.59,245.13
5433,0.0,452.79,246.17
5434,0.0,450.81,246.18
5435,0.0,448.87,247.57
5436,0.0,446.76,250.4
5437,0.0,444.55,253.38
5438,0.0,441.67,257.26
5439,0.0,440.14,258.26
5440,0.0,438.38,257.75
5441,0.0,436.36,258.91
5442,0.0,434.11,262.39
5443,0.0,431.49,265.45
5444,0.0,429.15,267.58
5445,0.0,427.13,268.18
5446,0.0,425.73,268.54
5447,0.0,424.02,269.38
5448,0.0,421.82,272.48
5449,0.0,418.94,275.43
5450,0.0,416.82,276.85
5451,0.0,414.79,277.77
5452,0.0,413.54,278.4
5453,0.0,411.51,279.5
5454,0.0,409.16,281.14
5455,0.0,406.24,283.09
5456,0.0,404.3,285.27
5457,0.0,402.46,285.82
5458,0.0,400.79,286.0
5459,0.0,399.4,286.48
5460,0.0,396.38,287.88
5461,0.0,394.17,290.26
5462,0.0,392.23,291.91
5463,0.0,390.3,292.02
5464,0.0,388.46,291.2
5465,0.0,387.06,292.59
5466,0.0,384.31,293.73
5467,0.0,382.69,295.88
5468,0.0,380.35,296.74
5469,0.0,378.82,296.99
5470,0.0,377.03,296.74
5471,0.0,375.05,298.4
5472,0.0,373.02,298.86
5473,0.0,370.58,300.48
5474,0.0,368.51,301.76
5475,0.0,366.94,302.06
5476,0.0,365.54,302.6
5477,0.0,363.61,302.52
5478,0.0,361.04,303.61
5479,0.0,359.1,305.31
5480,0.0,357.3,306.6
5481,0.0,355.82,307.48
5482,0.0,353.52,307.86
5483,0.0,351.81,308.67
5484,0.0,349.61,310.13
5485,0.0,347.9,311.44
5486,0.0,346.14,312.91
5487,0.0,344.39,313.73
5488,0.0,342.77,314.44
5489,0.0,340.88,315.35
5490,0.0,339.17,316.75
5491,0.0,337.28,318.27
5492,0.0,335.43,319.51
5493,0.0,333.95,320.73
5494,0.0,332.01,320.92
5495,0.0,330.43,321.64
5496,0.0,328.36,322.83
5497,0.0,326.79,324.79
5498,0.0,324.8,326.46
5499,0.0,322.96,327.64
5500,0.0,321.43,328.34
5501,0.0,319.5,329.64
5502,0.0,317.88,331.07
5503,0.0,315.72,332.61
5504,0.0,314.64,334.82
5505,0.0,312.93,335.55
5506,0.0,310.68,336.41
5507,0.0,309.6,337.4
5508,0.0,307.62,338.83
5509,0.0,306.54,340.74
5510,0.0,304.79,342.09
5511,0.0,302.63,344.35
5512,0.0,301.73,345.6
5513,0.0,299.88,346.06
5514,0.0,297.89,347.45
5515,0.0,296.1,349.5
5516,0.0,294.52,351.09
5517,0.0,292.95,352.95
5518,0.0,291.24,353.92
5519,0.0,289.93,355.18
5520,0.0,288.09,356.62
5521,0.0,285.74,359.25
5522,0.0,284.26,361.33
5523,0.0,282.55,362.2
5524,0.0,281.12,363.46
5525,0.0,278.95,364.64
5526,0.0,277.56,366.69
5527,0.0,275.89,368.5
5528,0.0,273.87,370.56
5529,0.0,271.93,371.74
5530,0.0,270.81,373.44
5531,0.0,269.19,374.92
5532,0.0,266.99,376.92
5533,0.0,265.91,378.9
5534,0.0,263.74,380.71
5535,0.0,261.4,382.52
5536,0.0,260.33,384.17
5537,0.0,258.34,385.61
5538,0.0,256.18,387.44
5539,0.0,254.25,390.4
5540,0.0,252.95,392.66
5541,0.0,251.33,394.38
5542,0.0,249.66,395.62
5543,0.0,247.82,397.83
5544,0.0,246.15,400.06
5545,0.0,244.49,402.3
5546,0.0,242.87,404.48
5547,0.0,240.62,406.1
5548,0.0,239.0,408.21
5549,0.0,237.43,410.29
5550,0.0,235.63,412.64
5551,0.0,233.87,414.87
5552,0.0,231.89,416.88
5553,0.0,230.14,419.05
5554,0.0,228.69,421.0
5555,0.0,226.72,422.37
5556,0.0,224.65,424.97
5557,0.0,222.98,427.68
5558,0.0,221.63,429.87
5559,0.0,219.38,431.59
5560,0.0,217.45,433.99
5561,0.0,216.23,435.81
5562,0.0,214.39,438.55
5563,0.0,212.41,441.13
5564,0.0,210.61,442.49
5565,0.0,208.95,444.5
5566,0.0,206.83,446.94
5567,0.0,205.57,449.37
5568,0.0,203.82,452.38
5569,0.0,202.11,454.6
5570,0.0,200.67,456.45
5571,0.0,198.46,458.17
5572,0.0,196.98,460.56
5573,0.0,195.27,462.82
5574,0.0,193.83,465.18
5575,0.0,192.16,467.32
5576,0.0,190.63,469.12
5577,0.0,188.61,470.86
5578,0.0,187.26,472.68
5579,0.0,185.14,475.22
5580,0.0,183.7,477.62
5581,0.0,182.26,479.52
5582,0.0,180.96,481.45
5583,0.0,179.16,482.9
5584,0.0,177.41,484.98
5585,0.0,175.88,486.98
5586,0.0,174.26,488.69
5587,0.0,172.77,490.02
5588,0.0,171.2,491.6
5589,0.0,169.26,493.22
5590,0.0,167.47,494.58
5591,0.0,166.03,496.63
5592,0.0,164.81,498.61
5593,0.0,162.97,499.5
5594,0.0,161.66,500.62
5595,0.0,159.86,501.75
5596,0.0,158.47,502.99
5597,0.0,157.53,504.04
5598,0.0,155.59,505.71
5599,0.0,153.92,506.5
5600,0.0,152.12,507.31
5601,0.0,150.64,507.81
5602,0.0,149.65,509.29
5603,0.0,148.21,510.58
5604,0.0,146.46,511.21
5605,0.0,144.66,511.64
5606,0.0,143.63,512.47
5607,0.0,141.96,513.51
5608,0.0,140.38,514.67
5609,0.0,138.36,514.92
5610,0.0,137.6,516.0
5611,0.0,136.07,516.59
5612,0.0,134.54,516.92
5613,0.0,133.19,517.53
5614,0.0,131.34,517.69
5615,0.0,129.9,518.35
5616,0.0,128.33,518.44
5617,0.0,126.66,519.53
5618,0.0,125.36,519.68
5619,0.0,124.14,520.21
5620,0.0,122.2,520.96
5621,0.0,120.63,521.74
5622,0.0,119.51,522.21
5623,0.0,117.89,521.77
5624,0.0,116.36,521.79
5625,0.0,115.15,522.31
5626,0.0,113.66,522.9
5627,0.0,112.17,523.03
5628,0.0,110.91,523.28
5629,0.0,109.79,523.48
5630,0.0,108.35,525.76
5631,0.0,107.0,530.69
5632,0.0,105.7,535.85
5633,0.0,103.3,537.4
5634,0.0,102.58,536.55
5635,0.0,102.0,535.19
5636,0.0,100.11,535.38
5637,0.0,98.67,537.28
5638,0.0,97.41,539.46
5639,0.0,96.51,541.85
5640,0.0,94.35,543.25
5641,0.0,92.82,542.9
5642,0.0,91.78,542.58
5643,0.0,90.61,544.37
5644,0.0,89.31,546.8
5645,0.0,88.14,549.66
5646,0.0,86.56,550.21
5647,0.0,85.21,550.16
5648,0.0,83.9,549.68
5649,0.0,83.05,552.02
5650,0.0,81.52,554.49
5651,0.0,79.49,555.26
5652,0.0,78.41,555.46
5653,0.0,77.38,555.18
5654,0.0,76.29,555.42
5655,0.0,75.3,555.99
5656,0.0,73.68,557.34
5657,0.0,71.79,558.24
5658,0.0,70.57,558.4
5659,0.0,69.4,557.43
5660,0.0,68.59,556.53
5661,0.0,67.65,557.19
5662,0.0,66.07,557.72
5663,0.0,64.22,558.7
5664,0.0,63.82,558.61
5665,0.0,62.74,557.53
5666,0.0,61.48,556.6
5667,0.0,60.35,557.79
5668,0.0,59.23,558.79
5669,0.0,58.06,559.02
5670,0.0,56.3,559.69
5671,0.0,54.82,558.33
5672,0.0,54.32,558.16
5673,0.0,53.73,558.89
5674,0.0,52.2,559.68
5675,0.0,50.4,560.33
5676,0.0,49.5,560.85
5677,0.0,48.83,560.69
5678,0.0,48.51,560.6
5679,0.0,48.11,560.83
5680,0.0,47.61,562.18
5681,0.0,46.57,563.58
5682,0.0,45.49,563.94
5683,0.0,45.36,563.84
5684,0.0,45.18,563.35
5685,0.0,44.96,564.34
5686,0.0,44.05,566.06
5687,0.0,43.52,567.44
5688,0.0,42.8,567.63
5689,0.0,42.39,568.23
5690,0.0,41.53,567.93
5691,0.0,41.13,568.78
5692,0.0,41.17,570.29
5693,0.0,40.18,571.67
5694,0.0,39.32,572.32
5695,0.0,39.37,572.34
5696,0.0,38.61,572.77
5697,0.0,38.38,573.66
5698,0.0,37.79,575.26
5699,0.0,36.84,576.67
5700,0.0,36.58,577.25
5701,0.0,35.45,577.28
5702,0.0,35.82,577.46
5703,0.0,34.87,577.77
5704,0.0,34.56,579.94
5705,0.0,33.93,580.91
5706,0.0,33.16,580.84
5707,0.0,32.71,581.03
5708,0.0,32.57,581.21
5709,0.0,32.08,582.15
5710,0.0,31.23,582.82
5711,0.0,30.51,584.22
5712,0.0,29.97,584.45
5713,0.0,29.97,584.54
5714,0.0,29.16,584.82
5715,0.0,28.35,584.97
5716,0.0,27.58,586.18
5717,0.0,26.86,586.86
5718,0.0,26.14,587.3
5719,0.0,25.78,587.02
5720,0.0,26.02,586.82
5721,0.0,24.76,586.72
5722,0.0,24.26,587.94
5723,0.0,23.5,588.86
5724,0.0,23.4,588.46
5725,0.0,22.41,588.38
5726,0.0,22.19,588.52
5727,0.0,21.24,589.11
5728,0.0,20.75,589.29
5729,0.0,20.35,589.83
5730,0.0,20.18,589.68
5731,0.0,19.23,589.07
5732,0.0,18.73,589.11
5733,0.0,18.1,589.48
5734,0.0,17.42,590.22
5735,0.0,17.02,590.55
5736,0.0,16.53,590.97
5737,0.0,16.12,590.47
5738,0.0,15.54,589.82
5739,0.0,15.27,590.54
5740,0.0,14.32,591.08
5741,0.0,13.65,591.38
5742,0.0,13.11,591.29
5743,0.0,12.21,591.25
5744,0.0,11.9,590.66
5745,0.0,11.63,591.35
5746,0.0,10.28,591.36
5747,0.0,10.01,591.41
5748,0.0,9.74,592.14
5749,0.0,9.25,591.48
5750,0.0,8.44,591.56
5751,0.0,7.31,592.1
5752,0.0,6.55,591.91
5753,0.0,6.1,592.24
5754,0.0,5.16,592.74
5755,0.0,0.0,592.62
5756,0.0,0.0,592.62
5757,0.0,0.0,592.26
5758,0.0,0.0,592.57
5759,0.0,0.0,592.88
5760,0.0,0.0,592.45
5761,0.0,0.0,592.4
5762,0.0,0.0,591.76
5763,0.0,0.0,592.4
5764,0.0,0.0,591.95
5765,0.0,0.0,592.14
5766,0.0,0.0,591.87
5767,0.0,0.0,591.73
5768,0.0,0.0,591.12
5769,0.0,0.0,591.62
5770,0.0,0.0,590.92
5771,0.0,0.0,590.54
5772,0.0,0.0,591.04
5773,0.0,0.0,590.4
5774,0.0,0.0,589.99
5775,0.0,0.0,589.54
5776,0.0,0.0,589.4
5777,0.0,0.0,588.94
5778,0.0,0.0,589.03
5779,0.0,0.0,588.61
5780,0.0,0.0,587.4
5781,0.0,0.0,586.98
5782,0.0,0.0,587.39
5783,0.0,0.0,586.75
5784,0.0,0.0,587.03
5785,0.0,0.0,585.84
5786,0.0,0.0,585.43
5787,0.0,0.0,584.74
5788,0.0,0.0,583.95
5789,0.0,0.0,584.08
5790,0.0,0.0,584.62
5791,0.0,0.0,584.24
5792,0.0,0.0,582.87
5793,0.0,0.0,582.14
5794,0.0,0.0,581.36
5795,0.0,0.0,581.36
5796,0.0,0.0,581.23
5797,0.0,0.0,580.26
5798,0.0,0.0,579.8
5799,0.0,0.0,579.6
5800,0.0,0.0,578.95
5801,0.0,0.0,578.3
5802,0.0,0.0,577.75
5803,0.0,0.0,577.98
5804,0.0,0.0,577.34
5805,0.0,0.0,576.7
5806,0.0,0.0,576.38
5807,0.0,0.0,575.69
5808,0.0,0.0,575.86
5809,0.0,0.0,575.39
5810,0.0,0.0,574.88
5811,0.0,0.0,574.28
5812,0.0,0.0,574.32
5813,0.0,0.0,573.36
5814,0.0,0.0,573.55
5815,0.0,0.0,572.86
5816,0.0,0.0,572.08
5817,0.0,0.0,571.53
5818,0.0,0.0,570.93
5819,0.0,0.0,571.01
5820,0.0,0.0,570.58
5821,0.0,0.0,570.12
5822,0.0,0.0,569.48
5823,0.0,0.0,569.25
5824,0.0,0.0,569.62
5825,0.0,0.0,569.53
5826,0.0,0.0,568.15
5827,0.0,0.0,568.1
5828,0.0,0.0,567.18
5829,0.0,0.0,566.8
5830,0.0,0.0,566.47
5831,0.0,0.0,566.38
5832,0.0,0.0,566.15
5833,0.0,0.0,565.83
5834,0.0,0.0,565.14
5835,0.0,0.0,564.55
5836,0.0,0.0,564.17
5837,0.0,0.0,564.12
5838,0.0,0.0,563.42
5839,0.0,0.0,562.5
5840,0.0,0.0,562.63
5841,0.0,0.0,561.85
5842,0.0,0.0,561.25
5843,0.0,0.0,560.98
5844,0.0,0.0,560.61
5845,0.0,0.0,560.51
5846,0.0,0.0,559.68
5847,0.0,0.0,558.71
5848,0.0,0.0,558.47
5849,0.0,0.0,558.14
5850,0.0,0.0,557.41
5851,0.0,0.0,556.16
5852,0.0,0.0,556.12
5853,0.0,0.0,555.75
5854,0.0,0.0,555.47
5855,0.0,0.0,555.51
5856,0.0,0.0,554.64
5857,0.0,0.0,554.03
5858,0.0,0.0,553.62
5859,0.0,0.0,552.6
5860,0.0,0.0,552.51
5861,0.0,0.0,552.46
5862,0.0,0.0,551.73
5863,0.0,0.0,551.18
5864,0.0,0.0,550.67
5865,0.0,0.0,550.17
5866,0.0,0.0,549.84
5867,0.0,0.0,549.56
5868,0.0,0.0,549.14
5869,0.0,0.0,547.95
5870,0.0,0.0,548.63
5871,0.0,0.0,547.67
5872,0.0,0.0,546.85
5873,0.0,0.0,546.85
5874,0.0,0.0,546.26
5875,0.0,0.0,546.07
5876,0.0,0.0,545.38
5877,0.0,0.0,545.47
5878,0.0,0.0,544.91
5879,0.0,0.0,544.59
5880,0.0,0.0,544.04
5881,0.0,0.0,543.49
5882,0.0,0.0,543.77
5883,0.0,0.0,543.27
5884,0.0,0.0,542.63
5885,0.0,0.0,542.22
5886,0.0,0.0,542.39
5887,0.0,0.0,541.88
5888,0.0,0.0,541.74
5889,0.0,0.0,541.7
5890,0.0,0.0,540.37
5891,0.0,0.0,540.1
5892,0.0,0.0,540.6
5893,0.0,0.0,539.97
5894,0.0,0.0,539.78
5895,0.0,0.0,539.64
5896,0.0,0.0,539.14
5897,0.0,0.0,538.45
5898,0.0,0.0,537.85
5899,0.0,0.0,538.03
5900,0.0,0.0,537.89
5901,0.0,0.0,537.81
5902,0.0,0.0,536.8
5903,0.0,0.0,536.53
5904,0.0,0.0,536.58
5905,0.0,0.0,536.48
5906,0.0,0.0,536.34
5907,0.0,0.0,535.24
5908,0.0,0.0,534.78
5909,0.0,0.0,534.73
5910,0.0,0.0,535.32
5911,0.0,0.0,535.01
5912,0.0,0.0,534.78
5913,0.0,0.0,534.74
5914,0.0,0.0,534.37
5915,0.0,0.0,534.14
5916,0.0,0.0,533.64
5917,0.0,0.0,533.49
5918,0.0,0.0,533.17
5919,0.0,0.0,532.71
5920,0.0,0.0,532.57
5921,0.0,0.0,532.71
5922,0.0,0.0,532.44
5923,0.0,0.0,532.35
5924,0.0,0.0,531.52
5925,0.0,0.0,530.88
5926,0.0,0.0,530.88
5927,0.0,0.0,531.46
5928,0.0,0.0,531.69
5929,0.0,0.0,530.96
5930,0.0,0.0,530.86
5931,0.0,0.0,530.64
5932,0.0,0.0,530.09
5933,0.0,0.0,530.41
5934,0.0,0.0,530.64
5935,0.0,0.0,530.17
5936,0.0,0.0,530.17
5937,0.0,0.0,529.94
5938,0.0,0.0,529.71
5939,0.0,0.0,529.48
5940,0.0,0.0,529.84
5941,0.0,0.0,529.57
5942,0.0,0.0,530.03
5943,0.0,0.0,529.07
5944,0.0,0.0,529.29
5945,0.0,0.0,528.97
5946,0.0,0.0,529.51
5947,0.0,0.0,529.51
5948,0.0,0.0,529.05
5949,0.0,0.0,529.23
5950,0.0,0.0,529.37
5951,0.0,0.0,529.23
5952,0.0,0.0,529.28
5953,0.0,0.0,528.64
5954,0.0,0.0,528.95
5955,0.0,0.0,528.95
5956,0.0,0.0,528.95
5957,0.0,0.0,528.9
5958,0.0,0.0,528.57
5959,0.0,0.0,528.53
5960,0.0,0.0,528.25
5961,0.0,0.0,528.21
5962,0.0,0.0,528.49
5963,0.0,0.0,528.71
5964,0.0,0.0,528.02
5965,0.0,0.0,527.56
5966,0.0,0.0,527.88
5967,0.0,0.0,528.15
5968,0.0,0.0,527.96
5969,0.0,0.0,528.19
5970,0.0,0.0,527.69
5971,0.0,0.0,527.78
5972,0.0,0.0,527.37
5973,0.0,0.0,527.46
5974,0.0,0.0,527.73
5975,0.0,0.0,527.59
5976,0.0,0.0,527.67
5977,0.0,0.0,526.98
5978,0.0,0.0,527.12
5979,0.0,0.0,527.35
5980,0.0,0.0,527.21
5981,0.0,0.0,527.35
5982,0.0,0.0,527.35
5983,0.0,0.0,527.2
5984,0.0,0.0,526.83
5985,0.0,0.0,527.47
5986,0.0,0.0,526.64
5987,0.0,0.0,526.87
5988,0.0,0.0,526.36
5989,0.0,0.0,526.45
5990,0.0,0.0,526.4
5991,0.0,0.0,526.68
5992,0.0,0.0,526.54
5993,0.0,0.0,526.22
5994,0.0,0.0,526.03
5995,0.0,0.0,526.16
5996,0.0,0.0,526.25
5997,0.0,0.0,525.75
5998,0.0,0.0,526.16
5999,0.0,0.0,525.97
6000,0.0,0.0,525.61
6001,0.0,0.0,525.56
6002,0.0,0.0,525.83
6003,0.0,0.0,525.55
6004,0.0,0.0,525.87
6005,0.0,0.0,524.95
6006,0.0,0.0,525.22
6007,0.0,0.0,525.13
6008,0.0,0.0,525.22
6009,0.0,0.0,525.36
6010,0.0,0.0,524.63
6011,0.0,0.0,525.17
6012,0.0,0.0,524.3
6013,0.0,0.0,524.3
6014,0.0,0.0,524.39
6015,0.0,0.0,524.02
6016,0.0,0.0,523.6
6017,0.0,0.0,523.46
6018,0.0,0.0,523.19
6019,0.0,0.0,522.64
6020,0.0,0.0,523.01
6021,0.0,0.0,522.64
6022,0.0,0.0,522.23
6023,0.0,0.0,521.99
6024,0.0,0.0,522.31
6025,0.0,0.0,522.17
6026,0.0,0.0,521.84
6027,0.0,0.0,521.57
6028,0.0,0.0,520.84
6029,0.0,0.0,520.57
6030,0.0,0.0,520.11
6031,0.0,0.0,520.15
6032,0.0,0.0,519.83
6033,0.0,0.0,520.05
6034,0.0,0.0,518.68
6035,0.0,0.0,518.22
6036,0.0,0.0,518.35
6037,0.0,0.0,518.35
6038,0.0,0.0,517.67
6039,0.0,0.0,517.12
6040,0.0,0.0,516.8
6041,0.0,0.0,516.8
6042,0.0,0.0,516.2
6043,0.0,0.0,515.74
6044,0.0,0.0,515.69
6045,0.0,0.0,515.23
6046,0.0,0.0,515.41
6047,0.0,0.0,514.76
6048,0.0,0.0,514.45
6049,0.0,0.0,513.98
6050,0.0,0.0,514.17
6051,0.0,0.0,513.39
6052,0.0,0.0,513.2
6053,0.0,0.0,513.15
6054,0.0,0.0,513.1
